counterparty,actor_category,crises,n_crises,n_transactions,total_amount,information_channel_score,spans_cable
Melhuish Sons & Co,unknown,1857,1,1,13973.0,0.1508,no
Straham & Co,unknown,1847,1,1,14597.9,0.1508,no
Miles Brother & Co,unknown,1866,1,1,9000.0,0.1508,no
X. Balli,unknown,1866,1,1,14961.6,0.1508,no
M Gray & Co,unknown,1847,1,1,13800.9,0.1508,no
Ebbie Vale Co & Robbinson,unknown,1857,1,1,11799.9,0.1508,no
Boysin Hoyer Tagart,unknown,1857,1,1,10000.0,0.1508,no
F Calvert,unknown,1857,1,1,9000.0,0.1508,no
The Jone St Marehouse Co Limited,unknown,1866,1,1,9305.8,0.1508,no
J T Harris,unknown,1847,1,1,5819.0,0.1507,no
T & N Kind,unknown,1847,1,1,8602.5,0.1507,no
Unity Mutual Bank,clearing_or_joint_stock_bank,1857,1,1,8253.7,0.1507,no
Famraes M Co,unknown,1847,1,1,6033.8,0.1507,no
H Rogers Sons & Co,unknown,1857,1,1,8175.6,0.1507,no
J Rult Sons Co,unknown,1847,1,1,6672.8,0.1507,no
T H Elmenhorst,unknown,1847,1,1,4790.4,0.1507,no
Eastern Amos & Sons,merchant_bank,1866,1,1,2046.6,0.1506,no
James Stern & Sons,merchant_bank,1847,1,1,859.3,0.1506,no
Sevayne & Bowell,unknown,1847,1,1,4033.3,0.1506,no
Bambridge & Mews,unknown,1847,1,1,4162.3,0.1506,no
Jomdes Co,unknown,1847,1,1,4070.6,0.1506,no
Bank Of Scotland,foreign_or_colonial_financial,1914,1,9,27550.0,0.0056,no
Borneo Co Ltd,unknown,1914,1,7,57205.2,0.0051,no
Beith Stevenson & Co,unknown,1914,1,7,55956.1,0.005,no
Britsh Linen Bank,clearing_or_joint_stock_bank,1914,1,8,4664.5,0.0046,no
Fecan Kerrison & Flanne,unknown,1857,1,7,5768.0,0.0041,no
Hy Rogers Sons & Co,unknown,1914,1,6,31711.9,0.004,no
Bank Of British West Africa Ltd,foreign_or_colonial_financial,1914,1,5,51756.0,0.0038,no
R&J Henderson,unknown,1914,1,6,17357.5,0.0037,no
Puito Perry & Co,unknown,1857,1,6,7155.0,0.0035,no
Pinto Leite & Nephews,unknown,1914,1,4,35807.4,0.003,no
G.F. Neame Co,unknown,1914,1,3,44054.3,0.0026,no
Chesnutt Cooper Co,unknown,1914,1,4,12332.5,0.0025,no
T. R. Merton,unknown,1914,1,3,41302.2,0.0025,no
Arbuthnot Latham Co,unknown,1914,1,3,34247.5,0.0024,no
Peek Brothers & Co,unknown,1866,1,4,8010.0,0.0024,no
Carr & Hoare,unknown,1866,1,4,5448.6,0.0024,no
Natl Bk Of Belgium,unknown,1914,1,3,34546.8,0.0024,no
Warre Brothers,unknown,1857,1,4,4545.6,0.0023,no
Wf Moore,unknown,1857,1,4,2958.6,0.0023,no
Ps Galatti,unknown,1857,1,4,3156.3,0.0023,no
A. Haliener & Co,unknown,1866,1,4,536.4,0.0023,no
Owthwaite & Co,unknown,1857,1,4,556.9,0.0023,no
Bedell Prior & Co,unknown,1866,1,4,3042.9,0.0023,no
Mildred Goyenchi & Co,unknown,1914,1,2,50968.4,0.0021,no
J & I Batten & Co,unknown,1914,1,3,8166.7,0.0019,no
Rodocanachi Sons & Co,unknown,1914,1,3,4465.0,0.0018,no
Bheonutt Booper & Co,unknown,1914,1,3,5320.0,0.0018,no
J Montefiore & Son,unknown,1847,1,3,3316.3,0.0018,no
Phirias Abraham,unknown,1857,1,3,7141.5,0.0018,no
Gladstone Ewart & Co,unknown,1866,1,3,5985.9,0.0018,no
John Haurie Nephew,unknown,1866,1,3,2813.4,0.0018,no
Alex Crowe & Co,unknown,1847,1,3,3156.8,0.0018,no
I. & B. Pearse & Co,unknown,1857,1,3,6290.0,0.0018,no
J. O. Beetron,unknown,1866,1,3,38.7,0.0017,no
C Humble & Son,unknown,1847,1,3,2380.6,0.0017,no
Byfield & Richards,unknown,1866,1,3,140.4,0.0017,no
A.Branwell Co Ltd,unknown,1914,1,3,434.1,0.0017,no
Walker Howell & Co,unknown,1857,1,3,2477.7,0.0017,no
E. F. Oelricks & Co,unknown,1866,1,3,531.7,0.0017,no
Natl Bk Of Australasia,unknown,1914,1,2,29144.1,0.0017,no
Coles Child & Co,unknown,1847,1,3,2224.6,0.0017,no
F&A Delcomyn,unknown,1914,1,2,26681.7,0.0016,no
Robinson Fleming & Co,unknown,1914,1,1,55506.6,0.0016,no
Jones & Brown,unknown,1914,1,2,19419.9,0.0015,no
J.R Belltman,unknown,1914,1,2,20936.1,0.0015,no
Horstman Co,unknown,1914,1,2,14109.4,0.0014,no
Wilson Leward & Swale,unknown,1857,1,2,7180.0,0.0013,no
T. & D. Henry,unknown,1857,1,2,7009.3,0.0013,no
Ross & Ash,unknown,1866,1,2,6750.0,0.0013,no
Da Costa & Kiell,unknown,1866,1,2,7200.0,0.0013,no
W.Ladenburg & Co,unknown,1914,1,2,7896.4,0.0013,no
James & Brown,unknown,1914,1,1,35987.9,0.0013,no
Clydesdale Bank Ltd,clearing_or_joint_stock_bank,1914,1,2,8669.7,0.0013,no
Carvalho Brother & Co,unknown,1866,1,2,1822.5,0.0012,no
W. Halford & Co,unknown,1914,1,2,5605.0,0.0012,no
Brown & Laws,unknown,1866,1,2,3507.3,0.0012,no
D.Sasson Co Ltd,unknown,1914,1,1,33251.9,0.0012,no
E. Higgin & Co,unknown,1866,1,2,3780.0,0.0012,no
Edward Corry,unknown,1866,1,2,2565.0,0.0012,no
Poppleton Gibs & Co,unknown,1914,1,2,6122.2,0.0012,no
English Scottish & Australian Bank Ltd,clearing_or_joint_stock_bank,1914,1,1,30060.8,0.0012,no
Wm Hooten Yates,unknown,1914,1,2,2290.4,0.0012,no
Kipling Pain & Co,unknown,1866,1,2,1980.9,0.0012,no
Neville Reid Prestwich & Co,unknown,1857,1,2,4247.1,0.0012,no
A. Wehmes,unknown,1866,1,2,2245.0,0.0012,no
John Goie & Co,unknown,1857,1,2,2564.6,0.0012,no
R. W. Starkey & Son,unknown,1866,1,2,1789.2,0.0012,no
T. Hubbuck & Son Ltd,unknown,1914,1,2,3522.6,0.0012,no
Koebel Jameson & Co,unknown,1866,1,2,2385.0,0.0012,no
R W Kein & Co,unknown,1857,1,2,2162.9,0.0012,no
Prier P Candle & Co,unknown,1857,1,2,6490.3,0.0012,no
Fw Caseus,unknown,1857,1,2,1816.2,0.0012,no
David Sasson & Co Ld,unknown,1914,1,1,35195.6,0.0012,no
Delhi & London Bank Ltd,clearing_or_joint_stock_bank,1914,1,1,32758.1,0.0012,no
C Warwick,unknown,1847,1,2,1776.9,0.0012,no
Smellgrove & Leach,unknown,1866,1,2,5202.0,0.0012,no
R + Paul,unknown,1857,1,2,3071.7,0.0012,no
Locke Lanccaster W W R Johnson Sons Ltd,unknown,1914,1,2,2184.1,0.0012,no
Chas Belier,unknown,1914,1,2,1710.0,0.0012,no
Saplding & Hodge,unknown,1847,1,2,2707.7,0.0012,no
W C Laming & Co,unknown,1847,1,2,1839.6,0.0012,no
G. Andreae & Co,unknown,1866,1,2,2092.5,0.0012,no
Castelli Brothers,unknown,1866,1,2,5669.1,0.0012,no
W. H. Laird,unknown,1857,1,2,1935.0,0.0012,no
J T Bells & Co,unknown,1847,1,2,2941.3,0.0012,no
C T Miller & Sons,unknown,1847,1,2,2452.2,0.0012,no
Ew Fernie,unknown,1857,1,2,2642.4,0.0012,no
J & W J Coutenay,unknown,1847,1,2,1886.2,0.0012,no
B. De Castro & Co,unknown,1866,1,2,1800.0,0.0012,no
Bank Of Australia,clearing_or_joint_stock_bank,1914,1,1,26456.5,0.0011,no
C J Miller & Sons,unknown,1847,1,2,0.0,0.0011,no
T. O. Beeton,unknown,1866,1,2,0.0,0.0011,no
Thomas Seamer,unknown,1857,1,2,1018.8,0.0011,no
Child & Co,unknown,1914,1,2,296.4,0.0011,no
C A Jonas & Co,unknown,1857,1,2,452.7,0.0011,no
David Kidd & Son,unknown,1866,1,2,1465.2,0.0011,no
Beo Befand Del Rio Co,unknown,1914,1,1,28644.4,0.0011,no
Josh Foot & Son,unknown,1847,1,2,1539.0,0.0011,no
Sromidill & Beckham,unknown,1857,1,2,945.0,0.0011,no
Adi Denielrio & Sons,unknown,1857,1,2,90.0,0.0011,no
Julius Jacoby,unknown,1866,1,2,266.4,0.0011,no
James Lawrence,unknown,1866,1,2,1498.5,0.0011,no
L.Boy.W.Bk Bk Chas Comiys Co,unknown,1914,1,2,877.8,0.0011,no
G. Routledge & Sons Ld,unknown,1914,1,2,1499.1,0.0011,no
S Fafhet & Co,unknown,1914,1,1,28500.0,0.0011,no
Bank Of Ireland,foreign_or_colonial_financial,1914,1,1,23750.0,0.001,no
Rohinson Fleming & Co,unknown,1914,1,1,22656.5,0.001,no
Dominion Bank,clearing_or_joint_stock_bank,1914,1,1,19192.8,0.001,no
Ricard Freiwald,unknown,1914,1,1,17094.3,0.0009,no
Hatsman & Co,unknown,1914,1,1,18326.5,0.0009,no
S.Faphel & Co,unknown,1914,1,1,19000.0,0.0009,no
Bowes Co Ltd,unknown,1914,1,1,16293.3,0.0009,no
Commonwealth Bk Of Australia,unknown,1914,1,1,14382.0,0.0008,no
H.S.Lefevre,unknown,1914,1,1,11156.8,0.0008,no
Fisher King & Co,unknown,1914,1,1,9837.2,0.0008,no
London Bank Of Australia,clearing_or_joint_stock_bank,1914,1,1,11131.1,0.0008,no
Coutts & Co,unknown,1914,1,1,7247.5,0.0007,no
H E + M Moses,unknown,1857,1,1,6440.0,0.0007,no
John Pickessgill & Sons,unknown,1857,1,1,4661.1,0.0007,no
F Engelhardt,unknown,1857,1,1,4940.1,0.0007,no
H Lohnotamm,unknown,1914,1,1,7821.3,0.0007,no
Thomas Stephen & Co,unknown,1866,1,1,7021.8,0.0007,no
Tamvaco Utell,unknown,1857,1,1,5472.9,0.0007,no
Stera Bros,unknown,1857,1,1,6258.6,0.0007,no
Unity Joint,unknown,1857,1,1,7367.4,0.0007,no
Bernard Elliot,unknown,1914,1,1,7330.2,0.0007,no
J. G. Homere,unknown,1866,1,1,7380.9,0.0007,no
I. Ciw Thaw & Co,unknown,1857,1,1,7612.2,0.0007,no
Baker & Co,unknown,1857,1,1,7225.2,0.0007,no
T Ralli Sons & Co,unknown,1857,1,1,7015.5,0.0007,no
Unity St Something,unknown,1857,1,1,6702.6,0.0007,no
"Caldecott, Sons & Willcocks",unknown,1866,1,1,6400.8,0.0007,no
Geo Gore & Co,unknown,1857,1,1,4777.5,0.0007,no
Stephen Kennard & Co,unknown,1866,1,1,4680.0,0.0007,no
Higginson & Co,unknown,1914,1,1,4750.0,0.0007,no
De Jersey & Co,unknown,1914,1,1,5905.2,0.0007,no
Lanthe Buhnell,unknown,1866,1,1,8064.9,0.0007,no
Sheyer Bros,unknown,1914,1,1,7708.3,0.0007,no
Thos Pretu & Co,unknown,1857,1,1,4752.0,0.0007,no
Gene Credit & Co Limited,unknown,1866,1,1,4881.6,0.0007,no
Saml.Barrow & Bro Ld,unknown,1914,1,1,6627.2,0.0007,no
T W Houces,unknown,1847,1,1,993.2,0.0006,no
H Williamns & Co,unknown,1857,1,1,2375.1,0.0006,no
G. J Thompson,unknown,1866,1,1,161.1,0.0006,no
T Walker,unknown,1857,1,1,307.8,0.0006,no
Springfield Sons & Co,unknown,1857,1,1,4125.6,0.0006,no
T Le Princeton,unknown,1857,1,1,2048.4,0.0006,no
G.G. Sandeman Sons Co,unknown,1914,1,1,1666.3,0.0006,no
Gale & Frieud,unknown,1866,1,1,189.9,0.0006,no
Joseph Balfour,unknown,1866,1,1,2900.0,0.0006,no
Joseph Barwick,unknown,1866,1,1,696.6,0.0006,no
R T + R Swift,unknown,1857,1,1,0.0,0.0006,no
John Bill Dresser & Co,unknown,1857,1,1,0.0,0.0006,no
Union Smiths Bank Ld Prescotts,clearing_or_joint_stock_bank,1914,1,1,931.9,0.0006,no
L. Engstrom Browning & Co,unknown,1866,1,1,1405.8,0.0006,no
Henry Cowell,unknown,1866,1,1,0.0,0.0006,no
W F Brown,unknown,1857,1,1,159.3,0.0006,no
Schwaan & Co,unknown,1914,1,1,1843.0,0.0006,no
Stoman & Co,unknown,1866,1,1,3085.2,0.0006,no
Unity St Jk Bank,clearing_or_joint_stock_bank,1857,1,1,1966.5,0.0006,no
Unreadable,unknown,1857,1,1,0.0,0.0006,no
"Davey, Thompson & Alder",unknown,1866,1,1,1593.9,0.0006,no
Vivian & Younger,unknown,1866,1,1,675.0,0.0006,no
Seamer,unknown,1847,1,1,912.3,0.0006,no
Curteis Whitworth & Co,unknown,1866,1,1,1892.7,0.0006,no
George Johnson & Co,unknown,1857,1,1,509.4,0.0006,no
Jonas Simonsen & Co,unknown,1866,1,1,1458.0,0.0006,no
H Bucknall & Sons Ltd,unknown,1914,1,1,4165.8,0.0006,no
Joseph Bridgett & Co,unknown,1866,1,1,3143.7,0.0006,no
John Mair Son & Co,unknown,1857,1,1,1881.0,0.0006,no
Pye Field & Tanqueray,unknown,1857,1,1,2186.1,0.0006,no
James Cook & Co,unknown,1857,1,1,4500.0,0.0006,no
Tho' Stephens & Co,unknown,1857,1,1,1215.0,0.0006,no
James Consens,unknown,1857,1,1,1188.0,0.0006,no
Thomas Ainsworth,unknown,1866,1,1,2334.6,0.0006,no
L&A Brown,unknown,1914,1,1,2019.7,0.0006,no
G Costen,unknown,1866,1,1,3018.6,0.0006,no
Richard Pearee,unknown,1857,1,1,20.5,0.0006,no
Henry Caylay Co,unknown,1847,1,1,2350.0,0.0006,no
Amayssi Sons,unknown,1847,1,1,1647.0,0.0006,no
John Macfrige,unknown,1857,1,1,548.1,0.0006,no
John Montefiore & Son,unknown,1857,1,1,1410.3,0.0006,no
Angus Mackenzie,unknown,1857,1,1,180.0,0.0006,no
Alepson Bros Co,unknown,1847,1,1,1651.2,0.0006,no
H B Downing,unknown,1857,1,1,0.0,0.0006,no
John Halles,unknown,1866,1,1,1354.5,0.0006,no
Sugstrom Luch Co,unknown,1847,1,1,1894.3,0.0006,no
John H Barbe,unknown,1857,1,1,22.5,0.0006,no
Guillaume Coster,unknown,1866,1,1,4620.6,0.0006,no
A. G. D Costa,unknown,1866,1,1,1260.0,0.0006,no
Grosscuth & Lubodlt,unknown,1914,1,1,627.0,0.0006,no
H R Fowler,unknown,1857,1,1,1098.5,0.0006,no
H Richard & Sons,unknown,1857,1,1,233.6,0.0006,no
Alex Collie & Co,unknown,1866,1,1,0.0,0.0006,no
Cunliffe Bros,unknown,1914,1,1,3841.8,0.0006,no
Perrott +Perrott,unknown,1857,1,1,644.0,0.0006,no
Scott Alsion & Co,unknown,1847,1,1,1041.6,0.0006,no
E Mansell + Ga Ellie & Co,unknown,1857,1,1,0.0,0.0006,no
Edward Luckie,unknown,1866,1,1,900.0,0.0006,no
Priei Cohen & Co,unknown,1857,1,1,2049.3,0.0006,no
Henry Moul,unknown,1866,1,1,432.9,0.0006,no
Thomas Southey & Son,unknown,1847,1,1,2256.0,0.0006,no
Edward Beach,unknown,1847,1,1,1023.8,0.0006,no
Shropshire Bank Coy ( To The Afe Of G. J. Smith ),clearing_or_joint_stock_bank,1866,1,1,2495.7,0.0006,no
E.Pandorf,unknown,1914,1,1,0.0,0.0006,no
E. Lloyd & Cp,unknown,1866,1,1,1710.0,0.0006,no
Thos M Gregor,unknown,1857,1,1,319.5,0.0006,no
"Lockie, Crosier & Edwards",unknown,1866,1,1,1737.0,0.0006,no
Thos Wecom & Son,unknown,1857,1,1,1000.0,0.0006,no
Le Gros Thompson & Co,unknown,1847,1,1,1228.6,0.0006,no
Thomas Prehn,unknown,1847,1,1,2820.0,0.0006,no
E Beach Frn & Rep,unknown,1866,1,1,992.7,0.0006,no
Titus Nevrhouse,unknown,1866,1,1,360.0,0.0006,no
J.Greenich & Sons Ld,unknown,1914,1,1,1333.2,0.0006,no
Legros Thompson Co,unknown,1847,1,1,1142.0,0.0006,no
Tp Lloyds & Co,clearing_or_joint_stock_bank,1857,1,1,1383.3,0.0006,no
Alex,unknown,1847,1,1,2343.6,0.0006,no
Doggett,unknown,1847,1,1,2301.2,0.0006,no
Truman Hitchcock,unknown,1857,1,1,4080.6,0.0006,no
Lengerke Caesar,unknown,1857,1,1,3645.9,0.0006,no
Trvayice & Bovill,unknown,1847,1,1,0.0,0.0006,no
Tw Eady,unknown,1857,1,1,314.6,0.0006,no
Thomas Reeves,unknown,1847,1,1,0.0,0.0006,no
Lacey Howard & Co,unknown,1847,1,1,282.0,0.0006,no
Schwarm & Co,unknown,1866,1,1,1386.0,0.0006,no
F Walter & Co,unknown,1914,1,1,950.0,0.0006,no
J. M. Buston,unknown,1866,1,1,270.0,0.0006,no
Philip Levi & Co,unknown,1866,1,1,0.0,0.0006,no
J. H. Mackenzie,unknown,1866,1,1,3150.0,0.0006,no
Serutton Sons & Co,unknown,1857,1,1,1980.0,0.0006,no
W Allder,unknown,1847,1,1,0.0,0.0006,no
Schrmann Bros,unknown,1914,1,1,1936.1,0.0006,no
Alifson B,unknown,1847,1,1,1482.8,0.0006,no
London Missionary Soc,unknown,1914,1,1,477.5,0.0006,no
W B Hutton & Son,unknown,1847,1,1,868.3,0.0006,no
J A Crocker,unknown,1847,1,1,1030.4,0.0006,no
W Berkefeld,unknown,1857,1,1,4500.0,0.0006,no
J. H Boobyer & Co,unknown,1866,1,1,434.7,0.0006,no
Ehrmann Bros,unknown,1914,1,1,104.5,0.0006,no
Perrott & Perrott,unknown,1866,1,1,730.8,0.0006,no
W Clewes & Sons,unknown,1857,1,1,1000.8,0.0006,no
Longton & Ricknell,unknown,1847,1,1,2625.3,0.0006,no
Pellegrrice Rasselli,unknown,1847,1,1,200.2,0.0006,no
Lroving Ebsworth & Co,unknown,1857,1,1,3794.1,0.0006,no
Dawson Worth,unknown,1866,1,1,900.0,0.0006,no
Pike Leake & Co,unknown,1857,1,1,2296.7,0.0006,no
Henry Dresser & Co,unknown,1857,1,1,2340.9,0.0006,no
Langton + Robinson,unknown,1857,1,1,489.6,0.0006,no
Elizabeth Atkinson,unknown,1847,1,1,244.0,0.0006,no
La Forest,unknown,1847,1,1,674.3,0.0006,no
Hellertwaag Russel,unknown,1914,1,1,2079.5,0.0006,no
N. H + A Scott,unknown,1857,1,1,1266.3,0.0006,no
Hawes & Co,unknown,1866,1,1,1780.0,0.0006,no
Banffo & Co,unknown,1866,1,1,720.0,0.0006,no
Barff & Co,unknown,1866,1,1,748.8,0.0006,no
S.Bobree & Sons,unknown,1914,1,1,1907.6,0.0006,no
Battley & Butler,unknown,1866,1,1,353.7,0.0006,no
J. D. Dow,unknown,1866,1,1,450.0,0.0006,no
J. B. Minshall,unknown,1866,1,1,383.4,0.0006,no
J S Betts & Co,unknown,1847,1,1,1448.4,0.0006,no
W Tindall,unknown,1847,1,1,1184.4,0.0006,no
J Hood Co,unknown,1847,1,1,277.5,0.0006,no
W.H. Cox & Co,unknown,1866,1,1,3171.6,0.0006,no
Newton B & Co,unknown,1857,1,1,741.6,0.0006,no
W.R.Crow & Son,unknown,1914,1,1,2146.0,0.0006,no
Ben Smith Duke,unknown,1847,1,1,426.9,0.0006,no
J Davidge,unknown,1857,1,1,90.0,0.0006,no
William Jackson,unknown,1857,1,1,943.2,0.0006,no
J T Sines & Co,unknown,1847,1,1,3129.3,0.0006,no
J Jackson & Co,unknown,1857,1,1,0.0,0.0006,no
Walter Howell,unknown,1866,1,1,0.0,0.0006,no
Sam Swownell & Son,unknown,1857,1,1,0.0,0.0006,no
Bank Of Australasia,foreign_or_colonial_financial,1914,1,1,1851.5,0.0006,no
Bucknell & Sons,unknown,1857,1,1,0.0,0.0006,no
Brewell Y & Co,unknown,1847,1,1,1967.2,0.0006,no
S Stuart,unknown,1857,1,1,909.0,0.0006,no
Beverington Norris,unknown,1857,1,1,3548.7,0.0006,no
Miller C & Co,unknown,1847,1,1,0.0,0.0006,no
J. B Thompson,unknown,1866,1,1,1292.3,0.0006,no
J. B. Elin,unknown,1866,1,1,2250.0,0.0006,no
Nowoorjee Furdoonjee,unknown,1866,1,1,1351.8,0.0006,no
Wm Lymington & Co,unknown,1914,1,1,2853.8,0.0006,no
National Bk Ld,unknown,1914,1,1,989.9,0.0006,no
Wm Rivet & Sons Ltd,unknown,1914,1,1,2558.3,0.0006,no
Cha Heinery,unknown,1857,1,1,1671.3,0.0006,no
Bayliss Jones & Bayliss,unknown,1914,1,1,180.5,0.0006,no
J Woaker Callety,unknown,1847,1,1,2922.5,0.0006,no
Abrahamson Lihme & Co,unknown,1866,1,1,0.0,0.0006,no
M Levyson,unknown,1847,1,1,750.3,0.0006,no
Charles Hoare Co,unknown,1914,1,1,814.1,0.0006,no
S. H. Lucas & Son,unknown,1866,1,1,2527.2,0.0006,no
Nara Matu,unknown,1866,1,1,236.7,0.0006,no
M Da Costa + I. E. Coleman,unknown,1857,1,1,1514.7,0.0006,no
W Hinkes Cay & Co,unknown,1866,1,1,3085.2,0.0006,no
"Mackinlay, Reuss & Co",unknown,1866,1,1,800.0,0.0006,no
Parker Son & Co,unknown,1857,1,1,897.3,0.0006,no
Wm Norton Yates Lombard St,unknown,1914,1,1,2905.1,0.0006,no
Yeames Lander & Co,unknown,1857,1,1,2718.9,0.0006,no
J. G. Buskin,unknown,1866,1,1,45.0,0.0006,no
M. Mayer & Co,unknown,1866,1,1,513.0,0.0006,no
W M Crauston,unknown,1866,1,1,491.4,0.0006,no
M. Z. Just & Co,unknown,1866,1,1,2102.4,0.0006,no
Carvalho & Brother,unknown,1857,1,1,1557.0,0.0006,no
Wr Crow & Son,unknown,1914,1,1,4266.4,0.0006,no
N. H. Pantridge & Co,unknown,1866,1,1,1873.8,0.0006,no
J. B. Elvis,unknown,1866,1,1,2000.0,0.0006,no
J Samalvier,unknown,1857,1,1,45.0,0.0006,no
Blyth Greene Jourdain Co Ld,unknown,1914,1,1,1894.3,0.0006,no
James Dickson,unknown,1866,1,1,109.8,0.0006,no
Francis Scott,unknown,1857,1,1,270.9,0.0006,no
W. Ewart & Son Ltd,unknown,1914,1,1,3224.3,0.0006,no
Rd Poppleton,unknown,1847,1,1,878.4,0.0006,no
Lurek Barelay,unknown,1857,1,1,512.1,0.0006,no
R + Rea & Co,unknown,1857,1,1,0.0,0.0006,no
Jnr Miefro Co,unknown,1847,1,1,2913.8,0.0006,no
Joseph Samalivies,unknown,1857,1,1,18.0,0.0006,no
H. Thurburn,unknown,1866,1,1,765.0,0.0006,no
Jersey Banking Coy,unknown,1866,1,1,2067.3,0.0006,no
Josh Anderson,unknown,1857,1,1,4144.5,0.0006,no
H.Kohnstamm,unknown,1914,1,1,402.8,0.0006,no
R Gray,unknown,1847,1,1,1071.6,0.0006,no
Hall & Gray,unknown,1914,1,1,333.6,0.0006,no
Williams Meyustein,unknown,1866,1,1,1738.8,0.0006,no
R Comber,unknown,1847,1,1,883.6,0.0006,no
James Scott & Son,unknown,1866,1,1,2381.6,0.0006,no
Finance Company Ld,unknown,1914,1,1,0.0,0.0006,no
Fibacn & Co,unknown,1847,1,1,1642.4,0.0006,no
Faundel & Phillips,unknown,1847,1,1,1674.9,0.0006,no
Kraft Bros,unknown,1914,1,1,0.0,0.0006,no
G E Mackreth,unknown,1857,1,1,143.1,0.0006,no
Hanson Smiths & Stevens,unknown,1857,1,1,2725.2,0.0006,no
Harvey Stambridge,unknown,1857,1,1,450.0,0.0006,no
F. Horne & Co,unknown,1866,1,1,2687.4,0.0006,no
F. Bowes & Co,unknown,1866,1,1,3000.0,0.0006,no
S W Silver & Co,unknown,1857,1,1,3716.1,0.0006,no
W. Pickford,unknown,1866,1,1,184.5,0.0006,no
William Andew & Sons,unknown,1857,1,1,2646.9,0.0006,no
N. Ganuap,unknown,1866,1,1,900.0,0.0006,no
J Hash & Co,unknown,1857,1,1,1800.0,0.0006,no
Blogg + Martin,unknown,1857,1,1,2082.6,0.0006,no
Neumann Lueback & Co,unknown,1914,1,1,1265.4,0.0006,no
Williams Deacon & Co,clearing_or_joint_stock_bank,1857,1,1,0.0,0.0006,no
Mary Burton,unknown,1857,1,1,540.0,0.0006,no
Saml Dobree & Sons,unknown,1914,1,1,0.0,0.0006,no
Matthew Brothers,unknown,1857,1,1,1430.1,0.0006,no
J E Ford,unknown,1857,1,1,757.8,0.0006,no
Natl Bk Of England Ltd,unknown,1914,1,1,647.9,0.0006,no
W Wilson & Co,unknown,1866,1,1,540.0,0.0006,no
Wm Andrew & Sons,unknown,1857,1,1,1790.1,0.0006,no
W. E. Eddison & Co,unknown,1866,1,1,756.0,0.0006,no
C & S Grimmrade,unknown,1866,1,1,900.0,0.0006,no
C E Fireman,unknown,1857,1,1,548.1,0.0006,no
Wienholt Wehmer & Co,unknown,1857,1,1,3591.0,0.0006,no
W. H & A Scott,unknown,1866,1,1,1755.9,0.0006,no
N C Braddon,unknown,1847,1,1,0.0,0.0006,no
S Block & Son,unknown,1847,1,1,3680.0,0.0006,no
Nesleukings Bus,unknown,1866,1,1,0.0,0.0006,no
W. H. Partridge & Co,unknown,1866,1,1,1800.0,0.0006,no
C Chressperger,unknown,1847,1,1,0.0,0.0006,no
W. J. Crook,unknown,1914,1,1,237.5,0.0006,no
Nestle & Anglo Swiss C.Milk Co,unknown,1914,1,1,1496.2,0.0006,no
W. Mepzstein,unknown,1866,1,1,2190.6,0.0006,no
Harper Burne & Co,unknown,1857,1,1,990.8,0.0006,no
